"row ID","name","popularity_by_user"
"Row0","0modx0",0.009168075057650072
"Row1","1clicksc",0.009912192833285101
"Row2","2342w3e4r",0.009832046352771018
"Row3","2c2c",0.014796884807052749
"Row4","2dxman",0.00920528771543953
"Row5","2gd",0.14591195652621253
"Row6","360newton",0.012883391257401157
"Row7","3xperimentaldj",0.008511016830385066
"Row8","8_bit",0.05407935956558994
"Row9","8bitts",0.009166531809713576
"Row10","a931506066",0.16807178091388691
"Row11","aamenta",0.01182430238373627
"Row12","aaronjohn",0.009792831829900272
"Row13","absolutegen",0.010485290137023174
"Row14","absolutely",0.040976015402850646
"Row15","acboo",0.09536625083844538
"Row16","ace050",0.010437189799100794
"Row17","acidlol",0.07476267693035088
"Row18","aclpro",0.2258499084959993
"Row19","acmlm",0.014558344829100428
"Row20","adroit_sc2",0.021743689128430402
"Row21","ae_01",0.009291121903535269
"Row22","aerokinetiic",0.008510929476728282
"Row23","aftermathrar",0.020099805781665727
"Row24","ainrenzz",0.008518179830241253
"Row25","airjapesfifa",0.018971851709351634
"Row26","airwalked",0.009171569203921382
"Row27","airwalkerhd",0.009175121585963881
"Row28","ajanata",0.009296892583519055
"Row29","ajwithcreation",0.008516054224592872
"Row30","akaloyalty",0.04043543143225523
"Row31","akari_chen3",0.0355038082439653
"Row32","akariss",0.009841788715474989
"Row33","akiken_x",0.014391295519446186
"Row34","akuzm",0.011345646511950472
"Row35","alakazam_1",0.05944037271547481
"Row36","alanedgehead",0.014938615663144429
"Row37","alchlcsmnthrwr",0.014491145609094275
"Row38","aleqsd",0.010486105437819812
"Row39","alexhjelm",0.13918313437136653
"Row40","alftheshadow",0.009168220647078043
"Row41","aliastar",0.016888147329487107
"Row42","allenchon",0.01557823174000966
"Row43","allenshu",0.009827295277473766
"Row44","allmiapodcast",0.051915914383482975
"Row45","allnightgameing",0.010506941714935197
"Row46","alphabro",0.008581540349294352
"Row47","alphamale802",0.009822420461609423
"Row48","alphamalet",0.06397088228147309
"Row49","alwaid",0.009192999967718754
"Row50","amaikokonut",0.009301305363298745
"Row51","ambrason",0.009166386220285604
"Row52","amphoric033",0.01112825530766056
"Row53","ampik",0.012371071738474283
"Row54","amsun",0.008625275413456923
"Row55","amt530",0.009862229471162156
"Row56","and_che",0.01012225945854357
"Row57","andycord",0.010485860365764956
"Row58","anghkor",0.008517335411559019
"Row59","angrytestie",0.6822225655841628
"Row60","antdagamer77",0.034415566780491805
"Row61","ap3xultima",0.009169822130785727
"Row62","apoctv",0.03527134032277636
"Row63","append",0.16969581787517027
"Row64","arcadiaskies",0.009330261680410073
"Row65","arcagelinos",0.00916580386257372
"Row66","arcanineluvsu",0.010443163825593002
"Row67","areigai",0.008605970255307932
"Row68","arenafigueiredo",0.03648323630570538
"Row69","areshero",0.0969706309925875
"Row70","aresj2",0.011782358048644382
"Row71","ariablarg",0.07994151442051364
"Row72","arkanthiel",0.054604163394219696
"Row73","arsenalgaming11",0.013696129248963018
"Row74","artien",0.033521045979751175
"Row75","artteam",0.015338401865060953
"Row76","ascendtv",0.27758863239309034
"Row77","ascpraiise",0.010310761380856062
"Row78","asherozero",0.013659593571566942
"Row79","ashral",0.012425199478714673
"Row80","asphyx1",0.011162864344662024
"Row81","astroorion",0.009209143405308073
"Row82","asyncd",0.011093350231857764
"Row83","ausbox",0.008533000834008729
"Row84","avahur",0.009800407340100166
"Row85","aven_86",0.014541453857019146
"Row86","averagemansw",0.009805194802307725
"Row87","avidita",0.02880163001238659
"Row88","avidyazen",0.1593113062761776
"Row89","avilo",0.025697365964524974
"Row90","avoidingthepuddle",0.21466341005161116
"Row91","awatdijusey",0.009834159829449294
"Row92","axle_leroy",0.009135860956292048
"Row93","axon64",0.0300873499381292
"Row94","axslav",0.07251914126643028
"Row95","ayeayeltd",0.010319758807504686
"Row96","ayojake",0.011133741599122383
"Row97","ayonstarcraft",0.010468722060120042
"Row98","azksupapower",0.008531341114529856
"Row99","badlts",0.013573743356870501
"Row100","bakednowning",0.009181859946506256
"Row101","bakedsquireltv",0.014094084211882952
"Row102","bakvorm",0.01246288673270388
"Row103","balade",0.018698996524120826
"Row104","banditproductions1",0.009857250312725538
"Row105","banjospanker",0.010543222600385638
"Row106","barcleys",0.011856198597432087
"Row107","bashurra",0.009179663976116584
"Row108","basurastv",0.011204356321773305
"Row109","batapi3",0.13202245777760963
"Row110","baurblades43",0.010032214827316031
"Row111","bawrked",0.009169239773073842
"Row112","bboyvenom",0.012535548996092185
"Row113","bbushes",0.012409128325562908
"Row114","bctworld",0.009548354643511043
"Row115","beardedgaming",0.13601451108033688
"Row116","beastskynet",0.009845278001800913
"Row117","beercules_ftw",0.009167230638967837
"Row118","behemoth606",0.010453529792864557
"Row119","bekuraryou1228",0.009882349930107786
"Row120","benderofx",0.12486897846972281
"Row121","best_stream_eu",0.010550630672296682
"Row122","bexiamage",0.00918257576467601
"Row123","bier_",0.00935132604066482
"Row124","bierto",0.03367258958339474
"Row125","big_t0ny",0.025462366828739164
"Row126","bigelownage",0.009823153268694665
"Row127","bigfangs",0.03074525647594802
"Row128","bigfistin",0.010495551761722456
"Row129","biggunslenet",0.009171918618548512
"Row130","bigk6t9",0.010935505545445421
"Row131","bigsnackks",0.011344704530337615
"Row132","bik3lock",0.0580543759303321
"Row133","bill4b0ngx",0.062154167085020695
"Row134","biomonkey",0.011460531629146708
"Row135","bitanga",0.05805465909270906
"Row136","bitternangry",0.01123234155007851
"Row137","bl4ck_d3s1r3",0.008518674834296355
"Row138","blackdeathsc2",0.01441666205774417
"Row139","blackhandcom1337",0.02709069120467995
"Row140","blackrat5521",0.12848237401034188
"Row141","bladadupa",0.010477037646429897
"Row142","blade55555",0.011558903975654206
"Row143","bleach_dier",0.009192767024633999
"Row144","blindfremen",0.009836967275436447
"Row145","blizzard911",0.0137533434850764
"Row146","blmarathon",0.09707411081129601
"Row147","bloodboiler",0.011100285627265321
"Row148","bloodburger",0.010497548766858355
"Row149","blu_phoenix",0.010428862083820836
"Row150","bluetarget",0.010047006234507175
"Row151","bmm2010",0.01509922755278974
"Row152","bobclinton",0.009839022516343535
"Row153","boesthius",0.19430636364633083
"Row154","bonachon261",0.008511191537698632
"Row155","bonzooo",0.009386721260577333
"Row156","boodsy",0.011097601443154524
"Row157","booradl3y",0.011191494495225895
"Row158","boundbyhonor",0.19636185076045656
"Row159","boxerhon",0.03184472786508439
"Row160","br_nd_n",0.009830490975864418
"Row161","bradleydulieu",0.009280965100098999
"Row162","brainpowerd",0.0517308700205305
"Row163","brasso26",0.00983118980511868
"Row164","breek_",0.038207662069105995
"Row165","brian2one0",0.014156121476610958
"Row166","brian_all",0.08083113111997672
"Row167","brian_fight",0.010345178721628472
"Row168","briansw",0.021659731239369744
"Row169","brocast",0.009265823799589986
"Row170","bronco_ned",0.04630369327134264
"Row171","bronies",0.009171510968150193
"Row172","bronystinson",0.012334965991482396
"Row173","brostreams",0.011128517368630908
"Row174","brotatorift",0.010530410730724167
"Row175","brownpantsgaming",0.04327195369238881
"Row176","bteamgaming",0.2987880641150547
"Row177","bttls",0.008522984281364304
"Row178","buiz",0.012469708596818188
"Row179","bullerwins",0.0322140332376589
"Row180","bunkmoreland",0.008523653992732973
"Row181","bushin36330526",0.016141819103651048
"Row182","buuhan_1",0.033126500134951636
"Row183","bwong84",0.011118071316727285
"Row184","bxrad",0.01039093504886715
"Row185","c0dyandrew",0.0204666892573105
"Row186","cach0u",0.009804932741337377
"Row187","camaro4ever",0.008513695675859738
"Row188","campbells",0.014403282799565235
"Row189","cantstopard",0.08870871184293726
"Row190","carcinogensda",0.026679411138123398
"Row191","carefreecito",0.009863522787098407
"Row192","casp1887",0.009814575621414464
"Row193","catcard",0.01104156549244054
"Row194","catreina",0.541101620494949
"Row195","catry94",0.009180362805370847
"Row196","caustic_gamer",0.009821144134588662
"Row197","caym_from_germany",0.013106446390023258
"Row198","ccc73200",0.013733562720867128
"Row199","ccrtmikor",0.04982273642909605
"Row200","cdgsures",0.01185224583401598
"Row201","cdxsc2",0.041413585018300995
"Row202","ceciltv",0.015671745176000933
"Row203","cfgoscuba",0.014852293781805035
"Row204","chaide",0.010525140393431607
"Row205","changifeng",0.009185050784951522
"Row206","chaotic_icon",0.010805778574789038
"Row207","cheami",0.009163108028183556
"Row208","checksix",0.025275467936923705
"Row209","cheeseheadlogic",0.03541190130984134
"Row210","chessnetwork",0.04959443512142822
"Row211","chewiie88",0.008514365387228405
"Row212","chiiierr",0.009178482271777323
"Row213","chikuochen",0.017983313694548267
"Row214","chitown1977_123",0.012769935846155836
"Row215","chockness",0.008558158687162165
"Row216","choxie808",0.008515733927851335
"Row217","chris12o",0.008517218940016643
"Row218","christiangaming",0.009157400922607082
